date,time,position,keywords,asin,brand,ispromoted,accountid,ks,price,rate,reviews
2019-09-08,9,2,poise pads,B07B4XKJZP,Solimo,1,541,KS7246,17.59,3.5,140
2019-09-08,9,2,poise pads 3 regular length,B003CP156I,Always,1,541,KS7246,26.94,4.1,303
2019-09-08,9,2,poise pads regular length,B06ZZW15V7,Poise,1,541,KS7246,48.89,5,1
2019-09-08,9,2,poise panty liners,B07CCDKT66,Seventh Generation,1,541,KS7246,7.74,3.9,60
2019-09-08,9,2,post hysterectomy pads,B00WIU5GLS,Post Op Panty,0,541,KS7246,49.99,3.8,75
2019-09-08,9,2,postpartum pads,B01N9Y0WB9,Vakly,1,541,KS7246,9.99,3.9,125
2019-09-08,9,2,sanitary pads cotton,B07BNSYSYT,Rael,1,541,KS7246,12.99,5,2
2019-09-08,9,2,sanitary pads for women,B07BNSYSYT,Rael,1,541,KS7246,12.99,5,2
2019-09-08,9,2,tena pads for women,B01NAX7KC7,Poise,1,541,KS7246,32.99,4,371
2019-09-08,9,3,incontinence pads,B07M5JRHLY,Poise,1,541,KS7246,29.99,3.6,99
2019-09-08,9,3,kotex overnight pads,B079RJP3JJ,Stayfree,1,541,KS7246,18.54,4.2,75
2019-09-08,9,3,liner,B00UASJM1K,U by Kotex,0,541,KS7246,5.47,4.1,790
2019-09-08,9,3,maternity pads postpartum,B01N9Y0WB9,Vakly,1,541,KS7246,9.99,3.9,125
2019-09-08,9,3,maxi pads postpartum,B001E8R47Y,Always,0,541,KS7246,15.91,4.1,161
2019-09-08,9,3,organic overnight pads,B07192ZQ3L,Rael,1,541,KS7246,12.99,4.6,1507
2019-09-08,9,3,overnight incontinence pads,B01GJS9M3C,TENA,0,541,KS7246,32.07,4.4,321
2019-09-08,9,3,pads,B01MU2JNYC,Always,0,541,KS7246,6.97,4.2,130
2019-09-08,9,3,pads for women reusable,B078S6KRX2,Teamoy,0,541,KS7246,24.99,4.4,256
2019-09-08,9,3,pads with wings,B01IZ5EMBO,Always,1,541,KS7246,null,4,224
2019-09-08,9,3,poise,B07M5JRHLY,Poise,1,541,KS7246,29.99,3.6,99
2019-09-08,9,3,poise daily liners,B07M8FP9BP,Poise,0,541,KS7246,19.54,4.3,136
2019-09-08,9,3,poise incontinence pads,B0154QEQ4K,Poise,0,541,KS7246,24.57,3.8,1093
2019-09-08,9,3,poise liners,B00ILP1LG8,Always,1,541,KS7246,17.88,4.3,253
2019-09-08,9,3,poise overnight pads,B07M5JRHLY,Poise,1,541,KS7246,29.99,3.6,99
2019-09-08,9,3,poise pads,B0154QEQ4K,Poise,0,541,KS7246,24.57,3.8,1093
2019-09-08,9,3,poise pads 3 regular length,B07BQVKYWL,Poise,0,541,KS7246,19.56,3.7,614
2019-09-08,9,3,poise panty liners,B07LC4PLKC,Cora,1,541,KS7246,15.99,3.7,228
2019-09-08,9,3,post hysterectomy pads,B071XTG655,Haso,0,541,KS7246,4.97,4.4,150
2019-09-08,9,3,postpartum pads,B07THDP4KZ,FridaBaby,1,541,KS7246,19.99,4.1,19
2019-09-08,9,3,sanitary pads cotton,B071HDJH7W,Rael,0,541,KS7246,12.99,4.6,1507
2019-09-08,9,3,sanitary pads for women,B07BN1QDN8,Rael,1,541,KS7246,9.99,5,5
2019-09-08,9,3,tena pads for women,B01KOFCNJ6,Poise,1,541,KS7246,22.63,4.1,1330
2019-09-08,9,4,incontinence pads,B002NHIFNW,Medline,0,541,KS7246,35.79,4.4,513
2019-09-08,9,4,kotex overnight pads,B0797M1HBK,U by Kotex,0,541,KS7246,20.97,4.2,113
2019-09-08,9,4,liner,B00LS9UD2M,LiBa,0,541,KS7246,8.99,4.5,8908
2019-09-08,9,4,maternity pads postpartum,B01N9Y0WB9,Vakly,0,541,KS7246,9.99,3.9,125
2019-09-08,9,4,maxi pads postpartum,B001E8R47Y,Always,0,541,KS7246,15.91,4.1,161
2019-09-08,9,4,organic overnight pads,B07192ZQ3L,Rael,0,541,KS7246,12.99,4.6,1507
2019-09-08,9,4,overnight incontinence pads,B01NAX7KC7,Poise,0,541,KS7246,32.99,4,371
2019-09-08,9,4,pads,B01IZ5EYJO,Always,0,541,KS7246,16.41,4.3,113
2019-09-08,9,4,pads for women reusable,B06ZYQTBRP,Teamoy,0,541,KS7246,16.49,4.3,348
2019-09-08,9,4,pads with wings,B01IZ5FDNA,Always,0,541,KS7246,19.81,4.3,113
2019-09-08,9,4,poise,B0154QEQ4K,Poise,0,541,KS7246,24.57,3.8,1093
2019-09-08,9,4,poise daily liners,B073JPWYG9,Poise,0,541,KS7246,26,4,11
2019-09-08,9,4,poise incontinence pads,B01KOFCNJ6,Poise,0,541,KS7246,22.63,4.1,1330
2019-09-08,9,4,poise liners,B01KCJ8LZO,Poise,0,541,KS7246,16.16,3.8,30
2019-09-08,9,4,poise liners long length,B000FFBMZW,Poise,0,541,KS7246,28.08,4.2,577
2019-09-08,9,4,poise overnight pads,B01NAX7KC7,Poise,0,541,KS7246,32.99,4,371
2019-09-08,9,4,poise pads 3 regular length,B075G42QCP,Poise,0,541,KS7246,25.95,3.6,7
2019-09-08,9,4,poise pads regular length,B010OW806O,Poise,0,541,KS7246,23.98,4,606
2019-09-08,9,4,post hysterectomy pads,B000FZZ5GO,Duro-Med,0,541,KS7246,9.88,3.9,454
2019-09-08,9,4,sanitary pads cotton,B079X5KN3Z,Rael,0,541,KS7246,22.99,4.7,170
2019-09-08,9,4,sanitary pads for women,B005OICT84,Stayfree,0,541,KS7246,6.78,4.3,436
2019-09-08,9,4,tena pads for women,B01GJS9M6E,TENA,0,541,KS7246,34.41,4.3,170
2019-09-08,9,5,kotex overnight pads,B0797M1HBK,U by Kotex,0,541,KS7246,20.97,4.2,113
2019-09-08,9,5,liner,B0029NYQ9W,Always,0,541,KS7246,null,3.9,838
2019-09-08,9,5,maternity pads postpartum,B0721JR6Z5,Always Discreet,0,541,KS7246,18.94,4.3,383
2019-09-08,9,5,maxi pads postpartum,B005OICT84,Stayfree,0,541,KS7246,6.78,4.3,436
2019-09-08,9,5,organic overnight pads,B07GRGKT9K,L.,0,541,KS7246,14.95,4.2,136
2019-09-08,9,5,overnight incontinence pads,B0154QEQ4K,Poise,0,541,KS7246,24.57,3.8,1093
2019-09-08,9,5,pads,B07C78GGCH,U by Kotex,0,541,KS7246,13.98,4.3,75
2019-09-08,9,5,pads for women reusable,B07GZ7FLG2,Langsprit,0,541,KS7246,11.99,4.4,204
2019-09-08,9,5,pads with wings,B01MU2JNYC,Always,0,541,KS7246,6.97,4.2,130
2019-09-08,9,5,poise,B01KOFCNJ6,Poise,0,541,KS7246,22.63,4.1,1330
2019-09-08,9,5,poise daily liners,B00OJ8LDGE,Poise,0,541,KS7246,19.62,4.1,65
2019-09-08,9,5,poise liners long length,B07M8FP9BP,Poise,0,541,KS7246,19.54,4.3,136
2019-09-08,9,5,poise overnight pads,B0154QEQ4K,Poise,0,541,KS7246,24.57,3.8,1093
2019-09-08,9,5,poise pads 3 regular length,B010OW806O,Poise,0,541,KS7246,23.98,4,606
2019-09-08,9,5,poise pads regular length,B07BQVKYWL,Poise,0,541,KS7246,19.56,3.7,614
2019-09-08,9,5,poise panty liners,B01N183JDQ,Poise,0,541,KS7246,12.13,4.2,577
2019-09-08,9,5,post hysterectomy pads,B00MA56NOA,NSSTAR,0,541,KS7246,12.99,3.5,197
2019-09-08,9,5,postpartum pads,B01N9Y0WB9,Vakly,0,541,KS7246,9.99,3.9,125
2019-09-08,9,5,sanitary pads cotton,B071VBZLPX,Rael,0,541,KS7246,23.99,4.6,342
2019-09-08,9,5,sanitary pads for women,B005OICT84,Stayfree,0,541,KS7246,6.78,4.3,436
2019-09-08,9,5,tena pads for women,B01GJS9M3C,TENA,0,541,KS7246,32.07,4.4,321
2019-09-08,9,6,incontinence pads,B0154QEQ4K,Poise,0,541,KS7246,24.57,3.8,1093
2019-09-08,9,6,kotex overnight pads,B01IAI5XZ0,U by Kotex,0,541,KS7246,17.27,4.8,9
2019-09-08,9,6,liner,B07236M4HC,Amazer,0,541,KS7246,8.99,4.6,2233
2019-09-08,9,6,maternity pads postpartum,B01KOFCNJ6,Poise,0,541,KS7246,22.63,4.1,1330
2019-09-08,9,6,maxi pads postpartum,B0721JR6Z5,Always Discreet,0,541,KS7246,18.94,4.3,383
2019-09-08,9,6,organic overnight pads,B07CCDCS52,Seventh Generation,0,541,KS7246,7.74,3.9,59
2019-09-08,9,6,overnight incontinence pads,B07BLKNZZ2,Prevail,0,541,KS7246,31.64,3.8,372
2019-09-08,9,6,pads,B00BM90GCA,U by Kotex,0,541,KS7246,6.57,4.3,238
2019-09-08,9,6,pads for women reusable,B07M74BCNM,Hibaby,0,541,KS7246,15.99,4.4,425
2019-09-08,9,6,pads with wings,B07C78GGCH,U by Kotex,0,541,KS7246,13.98,4.3,75
2019-09-08,9,6,poise,B07M99MPK2,Poise,0,541,KS7246,31.05,4.2,173
2019-09-08,9,6,poise daily liners,B07BQV5D1P,Poise,0,541,KS7246,23.96,3.7,614
2019-09-08,9,6,poise incontinence pads,B06W5CN2ZK,Poise,0,541,KS7246,33.92,4.1,232
2019-09-08,9,6,poise liners,B01N183JDQ,Poise,0,541,KS7246,12.13,4.2,577
2019-09-08,9,6,poise liners long length,B07BQV5D1P,Poise,0,541,KS7246,23.96,3.7,614
2019-09-08,9,6,poise overnight pads,B06W5CN2ZK,Poise,0,541,KS7246,33.92,4.1,232
2019-09-08,9,6,poise pads,B01KOFCNJ6,Poise,0,541,KS7246,22.63,4.1,1330
2019-09-08,9,6,poise pads 3 regular length,B00LLU5H7E,Poise,0,541,KS7246,15.28,4.3,116
2019-09-08,9,6,poise pads regular length,B007XTLJEC,Poise,0,541,KS7246,28.14,4.2,577
2019-09-08,9,6,poise panty liners,B01KCJ8LZO,Poise,0,541,KS7246,16.16,3.8,30
2019-09-08,9,6,post hysterectomy pads,B07218V4D4,Brief Transitions,0,541,KS7246,17.75,4.4,129
2019-09-08,9,6,postpartum pads,B0721JR6Z5,Always Discreet,0,541,KS7246,18.94,4.3,383
2019-09-08,9,6,sanitary pads cotton,B07GRGKT9K,L.,0,541,KS7246,14.95,4.2,136
2019-09-08,9,6,sanitary pads for women,B01MU2JNYC,Always,0,541,KS7246,6.97,4.2,130
2019-09-08,9,6,tena pads for women,B01GJS9M3C,TENA,0,541,KS7246,32.07,4.4,321
2019-09-08,9,7,incontinence pads,B01MUEVH9X,RMS Royal Medical Solutions Inc.,0,541,KS7246,19.97,4.6,1726
2019-09-08,9,7,kotex overnight pads,B000FFFGX6,U by Kotex,0,541,KS7246,19.57,4,75
2019-09-08,9,7,liner,B012IUH2NW,Carefree,0,541,KS7246,2.78,4.2,540
2019-09-08,9,7,maternity pads postpartum,B01KOFCNJ6,Poise,0,541,KS7246,22.63,4.1,1330
2019-09-08,9,7,maxi pads postpartum,B01N9Y0WB9,Vakly,0,541,KS7246,9.99,3.9,125
2019-09-08,9,7,organic overnight pads,B0013ANNZ0,Seventh Generation,0,541,KS7246,14.19,4.1,32
2019-09-08,9,7,pads,B01HODORIQ,Always,0,541,KS7246,20.22,4.2,251
2019-09-08,9,7,pads with wings,B00BM90GCA,U by Kotex,0,541,KS7246,6.57,4.3,238
2019-09-08,9,7,poise,B01NAX7KC7,Poise,0,541,KS7246,32.99,4,371
2019-09-08,9,7,poise daily liners,B00OABRBL6,Poise,0,541,KS7246,13,4.3,126
2019-09-08,9,7,poise incontinence pads,B01NAX7KC7,Poise,0,541,KS7246,32.99,4,371
2019-09-08,9,7,poise liners,B074PX3RYG,Poise,0,541,KS7246,19.73,4.2,42
2019-09-08,9,7,poise liners long length,B007WSYBW6,Poise,0,541,KS7246,17.42,4,606
2019-09-08,9,7,poise overnight pads,B07FRYSZ1Y,Poise,0,541,KS7246,23.98,3.9,13
2019-09-08,9,7,poise pads 3 regular length,B007I5PI1G,Poise,0,541,KS7246,47.36,4.1,232
2019-09-08,9,7,poise pads regular length,B01KCJ8LZO,Poise,0,541,KS7246,16.16,3.8,30
2019-09-08,9,7,poise panty liners,B074PX3RYG,Poise,0,541,KS7246,19.73,4.2,42
2019-09-08,9,7,post hysterectomy pads,B002VK977O,ScarAway,0,541,KS7246,18.79,3.6,624
2019-09-08,9,7,sanitary pads cotton,B0771Y23FV,Rael,0,541,KS7246,18.99,4.7,218
2019-09-08,9,7,sanitary pads for women,B01IZ5FDNA,Always,0,541,KS7246,19.81,4.3,113
2019-09-08,9,7,tena pads for women,B01GJS9MF0,TENA,0,541,KS7246,34.77,4.1,333
2019-09-08,9,8,incontinence pads,B00KXUW2FS,Always Discreet,0,541,KS7246,10.52,4.2,626
2019-09-08,9,8,kotex overnight pads,B01IAI5XZ0,U by Kotex,0,541,KS7246,17.27,4.8,9
2019-09-08,9,8,liner,B072BG2V5V,Rael,0,541,KS7246,15.5,4.5,444
2019-09-08,9,8,maternity pads postpartum,B01BQI4MQC,COVIDIEN,0,541,KS7246,6.21,4,84
2019-09-08,9,8,maxi pads postpartum,B01KOFCNJ6,Poise,0,541,KS7246,22.63,4.1,1330
2019-09-08,9,8,organic overnight pads,B079X5KN3Z,Rael,0,541,KS7246,22.99,4.7,170
2019-09-08,9,8,overnight incontinence pads,B07H657X81,TENA,0,541,KS7246,44.95,4.4,92
2019-09-08,9,8,pads for women reusable,B07B8Y76TV,Highoh.,0,541,KS7246,29.99,4.3,130
2019-09-08,9,8,pads with wings,B00NJNIY94,Stayfree,0,541,KS7246,8.49,4.3,436
2019-09-08,9,8,poise,B010OW806O,Poise,0,541,KS7246,23.98,4,606
2019-09-08,9,8,poise daily liners,B007QVLWS0,Poise,0,541,KS7246,null,4.4,67
2019-09-08,9,8,poise incontinence pads,B07MN17PVG,Poise,0,541,KS7246,23.98,3.8,106
2019-09-08,9,8,poise liners,B01KOFCNJ6,Poise,0,541,KS7246,22.63,4.1,1330
2019-09-08,9,8,poise liners long length,B00LTK2S7S,Always Discreet,0,541,KS7246,14.67,4.1,396
2019-09-08,9,8,poise overnight pads,B01KOFCNJ6,Poise,0,541,KS7246,22.63,4.1,1330
2019-09-08,9,8,poise pads,B06W5CN2ZK,Poise,0,541,KS7246,33.92,4.1,232
2019-09-08,9,8,poise pads 3 regular length,B01N106QP3,Poise,0,541,KS7246,21.74,4.1,1330
2019-09-08,9,8,poise pads regular length,B07DX2B7KK,Poise,0,541,KS7246,39.24,4,115
2019-09-08,9,8,poise panty liners,B01BGLFJ9S,Poise,0,541,KS7246,18.72,3.7,614
2019-09-08,9,8,post hysterectomy pads,B01IKS0ANK,TrekProof,0,541,KS7246,17.97,4.4,1209
2019-09-08,9,8,postpartum pads,B01KOFCNJ6,Poise,0,541,KS7246,22.63,4.1,1330
2019-09-08,9,8,sanitary pads cotton,B07N1GPY5F,Le Fresh,0,541,KS7246,12.99,4.8,24
2019-09-08,9,8,sanitary pads for women,B071HDJH7W,Rael,0,541,KS7246,12.99,4.6,1507
2019-09-08,9,8,tena pads for women,B00J7XIBPC,TENA,0,541,KS7246,22.99,4.3,115
2019-09-08,9,9,incontinence pads,B010OW806O,Poise,0,541,KS7246,23.98,4,606
2019-09-08,9,9,kotex overnight pads,B07C76QB85,U by Kotex,0,541,KS7246,12.23,3.9,73
2019-09-08,9,9,liner,B01N15BQDY,Always,0,541,KS7246,26.88,4.3,253
2019-09-08,9,9,maternity pads postpartum,B00OMFOZT6,Medline,0,541,KS7246,15.68,4.8,31
2019-09-08,9,9,maxi pads postpartum,B0029NYQ6A,Always,0,541,KS7246,18.76,4.2,302
2019-09-08,9,9,organic overnight pads,B07VD6SFKZ,La Vie,0,541,KS7246,23.99,4.6,86
2019-09-08,9,9,overnight incontinence pads,B00BCQ5G0U,Tranquility,0,541,KS7246,40,4.3,45
2019-09-08,9,9,pads,B005OICT84,Stayfree,0,541,KS7246,6.78,4.3,436
2019-09-08,9,9,pads for women reusable,B07RLPNS39,Angelhood,0,541,KS7246,22.99,5,19
2019-09-08,9,9,pads with wings,B07C73QL9B,U by Kotex,0,541,KS7246,12.57,4.2,28
2019-09-08,9,9,poise,B000FFBMZW,Poise,0,541,KS7246,28.08,4.2,577
2019-09-08,9,9,poise daily liners,B072BXL8T9,Poise,0,541,KS7246,34,4,6
2019-09-08,9,9,poise incontinence pads,B07FRYSZ1Y,Poise,0,541,KS7246,23.98,3.9,13
2019-09-08,9,9,poise liners,B07M8FP9BP,Poise,0,541,KS7246,19.54,4.3,136
2019-09-08,9,9,poise liners long length,B073JPWYG9,Poise,0,541,KS7246,26,4,11
2019-09-08,9,9,poise overnight pads,B072LY2FT2,TENA,0,541,KS7246,33.98,4.4,321
2019-09-08,9,9,poise pads,B01NAX7KC7,Poise,0,541,KS7246,32.99,4,371
2019-09-08,9,9,poise pads 3 regular length,B07M8FP9BP,Poise,0,541,KS7246,19.54,4.3,136
2019-09-08,9,9,poise pads regular length,B01N106QP3,Poise,0,541,KS7246,21.74,4.1,1330
2019-09-08,9,9,poise panty liners,B00OJ8LDGE,Poise,0,541,KS7246,19.62,4.1,65
2019-09-08,9,9,post hysterectomy pads,B00WIP77Q0,Post Op Panty,0,541,KS7246,24.99,3.4,34
2019-09-08,9,9,postpartum pads,B07TYH9JYZ,FridaBaby,0,541,KS7246,11.99,4.8,15
2019-09-08,9,9,sanitary pads cotton,B07LC527TK,Cora,0,541,KS7246,15.99,3.3,136
2019-09-08,9,9,sanitary pads for women,B01HODORIQ,Always,0,541,KS7246,20.22,4.2,251
2019-09-08,9,9,tena pads for women,B07H657X81,TENA,0,541,KS7246,44.95,4.4,92
2019-09-08,9,10,incontinence pads,B016IS3536,Always Discreet,0,541,KS7246,18.94,3.9,351
2019-09-08,9,10,kotex overnight pads,B074GN3QSP,Kotex,0,541,KS7246,37.74,5,6
2019-09-08,9,10,liner,B0027P9516,Duck,0,541,KS7246,9.94,4.5,649
2019-09-08,9,10,maternity pads postpartum,B0154QEQ4K,Poise,0,541,KS7246,24.57,3.8,1093
2019-09-08,9,10,maxi pads postpartum,B002KAL6NI,Always,0,541,KS7246,null,4.2,257
2019-09-08,9,10,organic overnight pads,B071NLD52C,Rael,0,541,KS7246,23.99,4.6,342
2019-09-08,9,10,overnight incontinence pads,B01GJS9M6E,TENA,0,541,KS7246,34.41,4.3,170
2019-09-08,9,10,pads,B01IZ5EMBO,Always,0,541,KS7246,null,4,224
2019-09-08,9,10,pads for women reusable,B0736YKRRG,MissC2C,0,541,KS7246,9.99,4.1,38
2019-09-08,9,10,pads with wings,B07C57MK7P,Seventh Generation,0,541,KS7246,7.74,4.3,73
2019-09-08,9,10,poise,B06W5CN2ZK,Poise,0,541,KS7246,33.92,4.1,232
2019-09-08,9,10,poise daily liners,B0759WPNCX,Poise,0,541,KS7246,20.99,3.3,4
2019-09-08,9,10,poise incontinence pads,B07BQVKYWL,Poise,0,541,KS7246,19.56,3.7,614
2019-09-08,9,10,poise liners,B00OJ8LDGE,Poise,0,541,KS7246,19.62,4.1,65
2019-09-08,9,10,poise liners long length,B00OABRBL6,Poise,0,541,KS7246,13,4.3,126
2019-09-08,9,10,poise overnight pads,B07D3H4PH1,Poise,0,541,KS7246,20.5,3.9,10
2019-09-08,9,10,poise pads,B07MN17PVG,Poise,0,541,KS7246,23.98,3.8,106
2019-09-08,9,10,poise pads 3 regular length,B00JSCDXBE,Poise,0,541,KS7246,11.28,4.3,151
2019-09-08,9,10,poise pads regular length,B007I5PI1G,Poise,0,541,KS7246,47.36,4.1,232
2019-09-08,9,10,poise panty liners,B07M8FP9BP,Poise,0,541,KS7246,19.54,4.3,136
2019-09-08,9,10,post hysterectomy pads,B005DLKEM0,NYOrtho,0,541,KS7246,16.38,4.3,1177
2019-09-08,9,10,postpartum pads,B06ZYLFV8L,Tucks,0,541,KS7246,6.98,4.7,396
2019-09-08,9,10,sanitary pads cotton,B07C57MK7P,Seventh Generation,0,541,KS7246,7.74,4.3,73
2019-09-08,9,10,sanitary pads for women,B07C78GGCH,U by Kotex,0,541,KS7246,13.98,4.3,75
2019-09-08,9,10,tena pads for women,B0018QQZGS,TENA,0,541,KS7246,15.35,4.3,264
2019-09-08,9,11,incontinence pads,B07MN13JFG,Poise,0,541,KS7246,19.36,4.3,136
2019-09-08,9,11,kotex overnight pads,B07MKJWPP1,U by Kotex,0,541,KS7246,6.98,null,0
2019-09-08,9,11,liner,B07CCDKT66,Seventh Generation,0,541,KS7246,7.74,3.9,60
2019-09-08,9,11,maternity pads postpartum,B074VCQYJ9,Abena,0,541,KS7246,6.99,null,0
2019-09-08,9,11,maxi pads postpartum,B07C76QB85,U by Kotex,0,541,KS7246,12.23,3.9,73
2019-09-08,9,11,organic overnight pads,B0787FVCGG,The Honey Pot Company,0,541,KS7246,null,4,163
2019-09-08,9,11,overnight incontinence pads,B07D3H9LRJ,Always Discreet,0,541,KS7246,37.88,3.9,351
2019-09-08,9,11,pads,B00XQEOTMC,Always,0,541,KS7246,16.41,4,224
2019-09-08,9,11,pads for women reusable,B077JMB8F3,wegreeco,0,541,KS7246,14.99,4.4,399
2019-09-08,9,11,pads with wings,B07N6Y9SGS,Solimo,0,541,KS7246,4,3.7,323
2019-09-08,9,11,poise,B01BGLFJ9S,Poise,0,541,KS7246,18.72,3.7,614
2019-09-08,9,11,poise daily liners,B0154QEQ4K,Poise,0,541,KS7246,24.57,3.8,1093
2019-09-08,9,11,poise incontinence pads,B07M99KM8M,Poise,0,541,KS7246,44.99,3.6,99
2019-09-08,9,11,poise liners,B01BGLFJ9S,Poise,0,541,KS7246,18.72,3.7,614
2019-09-08,9,11,poise overnight pads,B007WSZ4I6,Poise,0,541,KS7246,37.94,4.3,72
2019-09-08,9,11,poise pads,B07M99KM8M,Poise,0,541,KS7246,44.99,3.6,99
2019-09-08,9,11,poise pads 3 regular length,B00XAF4SOQ,Poise,0,541,KS7246,27,3.8,12
2019-09-08,9,11,poise pads regular length,B07MN13JFG,Poise,0,541,KS7246,19.36,4.3,136
2019-09-08,9,11,poise panty liners,B007WSYBW6,Poise,0,541,KS7246,17.42,4,606
2019-09-08,9,11,post hysterectomy pads,B07KF9P5FZ,Primica,0,541,KS7246,21.97,4.7,171
2019-09-08,9,11,postpartum pads,B07THDP4KZ,FridaBaby,0,541,KS7246,19.99,4.1,19
2019-09-08,9,11,sanitary pads cotton,B01N1ZHI2A,Veeda,0,541,KS7246,11.95,4,129
2019-09-08,9,11,sanitary pads for women,B00NJNJ222,Stayfree,0,541,KS7246,6.88,4.1,126
2019-09-08,9,11,tena pads for women,B00771YFBK,Intimates,0,541,KS7246,42.95,4.4,57
2019-09-08,9,12,incontinence pads,B07KGGS4SS,MED PRIDE,0,541,KS7246,9.89,4.2,535
2019-09-08,9,12,kotex overnight pads,B07C78GGCH,U by Kotex,0,541,KS7246,13.98,4.3,75
2019-09-08,9,12,liner,B01N02OJVU,Fruit-of-the-Loom,0,541,KS7246,7.49,3.9,340
2019-09-08,9,12,maternity pads postpartum,B01LMO49XG,COVIDIEN,0,541,KS7246,8.24,4.1,27
2019-09-08,9,12,maxi pads postpartum,B00NJNJ2JK,Stayfree,0,541,KS7246,4.24,4.1,340
2019-09-08,9,12,organic overnight pads,B07Q4R2CNZ,My Box Shop,0,541,KS7246,12.99,4.7,37
2019-09-08,9,12,overnight incontinence pads,B01KOFCNJ6,Poise,0,541,KS7246,22.63,4.1,1330
2019-09-08,9,12,pads,B0081PGTVK,Always,0,541,KS7246,9.27,3.6,82
2019-09-08,9,12,pads for women reusable,B01N7HY0YF,hesta,0,541,KS7246,34.99,4.3,254
2019-09-08,9,12,pads with wings,B01N4Q4EZZ,U by Kotex,0,541,KS7246,5.94,4.6,84
2019-09-08,9,12,poise,B07MN17PVG,Poise,0,541,KS7246,23.98,3.8,106
2019-09-08,9,12,poise daily liners,B071XSHR38,Myers Distribution,0,541,KS7246,18.72,4.4,9
2019-09-08,9,12,poise incontinence pads,B010OW806O,Poise,0,541,KS7246,23.98,4,606
2019-09-08,9,12,poise liners,B007QVLWS0,Poise,0,541,KS7246,null,4.4,67
2019-09-08,9,12,poise liners long length,B071XSHR38,Myers Distribution,0,541,KS7246,18.72,4.4,9
2019-09-08,9,12,poise overnight pads,B075F99R4J,Poise,0,541,KS7246,33.88,4.3,70
2019-09-08,9,12,poise pads,B07FRYSZ1Y,Poise,0,541,KS7246,23.98,3.9,13
2019-09-08,9,12,poise pads 3 regular length,B007E4ZZPU,Poise,0,541,KS7246,13.49,4.2,621
2019-09-08,9,12,poise pads regular length,B074PX3RYG,Poise,0,541,KS7246,19.73,4.2,42
2019-09-08,9,12,poise panty liners,B00LTK2S7S,Always Discreet,0,541,KS7246,14.67,4.1,396
2019-09-08,9,12,post hysterectomy pads,B07CN3Q56N,HANSILK,0,541,KS7246,12.99,4.4,98
2019-09-08,9,12,postpartum pads,B00OMFOZT6,Medline,0,541,KS7246,15.68,4.8,31
2019-09-08,9,12,sanitary pads cotton,B075QCHR9T,Organyc,0,541,KS7246,25.48,4.1,40
2019-09-08,9,12,sanitary pads for women,B07C57MK7P,Seventh Generation,0,541,KS7246,7.74,4.3,73
2019-09-08,9,12,tena pads for women,B0036B7ZW6,TENA,0,541,KS7246,null,3.7,316
2019-09-08,9,13,incontinence pads,B00LTK2WCE,Always Discreet,0,541,KS7246,35.91,4,602
2019-09-08,9,13,kotex overnight pads,B07C9BB9N6,U by Kotex,0,541,KS7246,null,4.3,6
2019-09-08,9,13,liner,B07PWNGPR1,Motor Trend,0,541,KS7246,31.41,4.3,94
2019-09-08,9,13,maternity pads postpartum,B07192ZQ3L,Rael,0,541,KS7246,12.99,4.6,1507
2019-09-08,9,13,maxi pads postpartum,B01MFBMIZU,Always,0,541,KS7246,8.97,4.2,84
2019-09-08,9,13,organic overnight pads,B07LC527TK,Cora,0,541,KS7246,15.99,3.3,136
2019-09-08,9,13,overnight incontinence pads,B01GJS9MF0,TENA,0,541,KS7246,34.77,4.1,333
2019-09-08,9,13,pads,B07NLSLP9K,Always,0,541,KS7246,20.91,4.3,142
2019-09-08,9,13,pads for women reusable,B01LXNFG4K,JOBEBE,0,541,KS7246,18.5,4.2,152
2019-09-08,9,13,pads with wings,B07QCQY8L3,Solimo,0,541,KS7246,5.65,3.5,198
2019-09-08,9,13,poise,B07MN17HWG,Poise,0,541,KS7246,23.94,4.3,136
2019-09-08,9,13,poise daily liners,B01DR2ZY7G,Poise,0,541,KS7246,8.4,4.7,5
2019-09-08,9,13,poise incontinence pads,B07BLKNZZ2,Prevail,0,541,KS7246,31.64,3.8,372
2019-09-08,9,13,poise liners,B00OABRBL6,Poise,0,541,KS7246,13,4.3,126
2019-09-08,9,13,poise liners long length,B00OJ8LDGE,Poise,0,541,KS7246,19.62,4.1,65
2019-09-08,9,13,poise overnight pads,B01N3364I1,Poise,0,541,KS7246,21.58,4,606
2019-09-08,9,13,poise pads,B07BQVKYWL,Poise,0,541,KS7246,19.56,3.7,614
2019-09-08,9,13,poise pads 3 regular length,B01KCJ8LZO,Poise,0,541,KS7246,16.16,3.8,30
2019-09-08,9,13,poise pads regular length,B075G42QCP,Poise,0,541,KS7246,25.95,3.6,7
2019-09-08,9,13,poise panty liners,B00OABRBL6,Poise,0,541,KS7246,13,4.3,126
2019-09-08,9,13,post hysterectomy pads,B078MV48DR,FOMI,0,541,KS7246,14.99,3.9,46
2019-09-08,9,13,postpartum pads,B002KAL6NI,Always,0,541,KS7246,null,4.2,257
2019-09-08,9,13,sanitary pads cotton,B07FRWCGLP,L.,0,541,KS7246,14.95,4.6,159
2019-09-08,9,13,sanitary pads for women,B0154QEQ4K,Poise,0,541,KS7246,24.57,3.8,1093
2019-09-08,9,13,tena pads for women,B0719D9NSZ,Tena Intimates Moderate Incontinence Pads,0,541,KS7246,19.98,3.9,31
